PROJECT_NO,Approval
13072878,1
13061923,1
13061945,1
13053978,1
13072586,1
13062496,1
13058735,1
13061661,1
12120526,1
13033372,1
13038022,1
13043463,1
13016325,1
13011633,1
13013129,1
13071704,1
13080364,0
13071065,1
13084874,1
13084915,1
13086800,1
13088476,1
13088609,1
13093639,1
14076573,1
12085989,1
12088777,1
12092792,1
12101602,1
12102538,1
12103321,1
12104706,1
12118492,1
12118899,1
14073865,1
14073868,1
13007922,1
13011382,0
13010843,1
13015016,1
13008004,1
13010808,1
13018225,1
13038864,1
13043268,1
13043486,1
13078896,1
12076664,1
12081228,1
12084845,1
12087363,1
12088094,1
12091756,1
12095150,1
13072245,1
13085912,1
13082313,1
13084901,1
13081491,1
13069301,1
13086793,1
13087706,1
13089898,1
13092516,1
13093799,1
13096533,1
14069269,1
14073862,1
14076566,1
14081735,1
14081737,1
14081740,1
13058825,1
13081524,1
13063478,1
12110192,1
12113925,1
12115424,1
13038863,0
13042038,1
13044952,1
13061904,1
13062428,1
13058807,1
13061017,1
13047469,1
13072567,1
13076460,1
13073364,1
13046332,1
13084350,1
13075267,1
13078197,1
13085335,1
13072039,1
13072194,1
13072216,1
13071560,1
13047987,1
13079649,1
13079652,1
13086762,1
13057856,1
13059097,1
13079622,1
13080293,1
13079470,1
13071054,1
13087086,1
13090293,1
13093611,1
13093768,1
13039175,1
13043367,1
13043393,1
13053718,1
13064390,1
13064399,1
13055944,1
13055947,1
13055990,1
13056087,1
13061897,1
13053404,1
13057603,1
13057658,1
13057687,1
13071126,1
17136780,0
17129877,1
17130105,1
17130109,1
15138622,0
15138506,1
15138635,0
15137619,0
14102890,1
14103225,1
14102037,1
14102867,0
15137607,0
15137503,0
14103233,1
17114896,0
15134618,0
18029910,0
14090816,1
14095231,1
13044978,0
15035166,1
15030933,1
17130059,1
13070124,1
13083879,
13083881,
13061507,
13051975,
13054771,
13076771,
13068145,
13058873,
13073486,
13069519,
13086523,
13079700,
13068717,
13048776,
13048981,
13084777,
13084870,
13049509,
13073501,
13058030,
13058040,
13054286,
13057331,
13066740,
13063704,
13065528,
13045823,
13067724,
13048566,
13081883,
13082121,
13082222,
13080112,
13080279,
13080325,
13081753,
14093322,
14096542,
14092787,
14097525,
14097612,
14097129,
14097265,
14096969,
14100049,
14051750,
14057490,1.0
14056824,
14014784,
14064861,
14054930,
14029776,
14053888,
14017301,
14100185,
14099950,
14100827,
14103115,
14106756,
14106881,
14107462,
14107321,
14107361,
14111796,
14112786,
14114470,
14115225,
14119758,
14119884,
14120179,
14118774,
14122568,
13073099,
13080980,
13047886,
13048021,
13051169,
13051236,
13056389,
13076110,
13076115,
13076454,
13058419,
13058643,
13048434,
13049442,
13077034,
13046589,
13046732,
13057921,
13063546,
13054028,
13075626,
13046738,
13084577,
13054775,
13078749,
13060538,
13069491,
14084277,
14079784,
14079830,
14082800,1.0
14088220,1.0
14083093,
14083324,
14089032,
14089374,
14075153,
14074403,
14075505,
14077251,
14077492,
14087081,
14075913,
14076040,
14086794,
14074767,
14078593,
14078635,
14078638,
14078645,
14078668,
14092299,
14090008,
14094367,
12076241,
12077897,
12078171,
12078374,
12078788,
12081310,
12081601,
12082134,
12082474,
13072862,
13048437,
13056445,
13065880,
13072179,
13072549,
13062939,
13083605,
13083876,
13026061,
13028743,
13030610,
13031043,
13032708,
13032748,
13033057,
13033208,
13033898,
14058015,
14029631,
14012886,
14018207,
14038723,
14066843,
14015247,
14056443,
14066841,
14040451,
14018370,
14035539,
14013391,
14035341,
14019851,
14053662,
14036854,
14052741,
14019276,
14038863,
14066664,
14022148,
14063981,
14022252,
14042986,
14020689,
14029153,
14051477,
14059891,
14059911,
14060007,
14059023,
14059055,
14051234,
14046194,
10110814,
14048301,
14031038,
14031042,
14061774,
14062020,
14042307,
14012178,
14056400,
14033473,
14028357,
14047358,
14047611,
14061014,
14037733,
14044359,
14056326,
13004630,
13004659,
13004671,
13004770,
13002568,
13016843,
13018996,
13019266,
13019881,
13039119,
13039238,
13039356,
13039931,
13040895,
13041694,
13044065,
13073264,
13072856,
13019883,
13019998,
13020299,
13022751,
13022950,
13022952,
13023653,
13025255,
13025827,
14045432,
14045738,
14017523,
14014552,
14049858,
14058075,
14023749,
14036494,
14036578,
14043909,
14035794,
14020637,
14039387,
14030993,
14031035,
14031043,
14043000,
14015733,
14004857,
13122151,
13122297,
13126311,
14017391,
14035765,
14016019,
14016057,
14044847,
14013976,
14021670,
14021693,
14013942,
14023110,
14053695,
14030808,
14048954,
14035151,
14035231,
14035262,
14012319,
14012495,
14034617,
14021631,
14026277,
14057832,
13058974,
13061633,
13061727,
13050799,
13053473,
13053476,
13074807,
13058611,
13050665,
13073410,
13053180,
13047227,
13054587,
13076664,
13076799,
13076884,
13076885,
13054438,
13034804,
13035829,
13035974,
13040158,
13040320,
13042135,
13043135,
13044154,
13044627,
14065884,
14061950,
14055707,
14055708,
14020828,
14032276,
14032309,
14061076,
14017633,
14016693,
14016949,
14044487,
14053396,
14057834,
14058023,
14058026,
14039465,
14039468,
14044977,
14049264,
14051194,
14059446,
14034781,
14012025,
14013027,
14041544,
14022236,
14030359,
14030402,
14049430,
14049577,
14040805,
14056881,
14029147,
14040634,
14023091,
14053064,
14051278,
14056950,
14019037,
14052238,
14054634,
14016512,
14071151,
14069253,
14070855,
14071622,
13093173,
13094608,
13094344,
13094468,
13095196,
13095939,
13096243,
13096246,
13096999,
10002453,
12066150,
12068431,
12068925,
12068986,
12069217,
13033608,
13033981,
13034623,
13035977,
13036310,
13037637,
13038298,
13038691,
13038695,
13001281,
13001315,
13001322,
13009290,
13007125,
13007443,
13011331,
13010699,
13010705,
13011167,
13011242,
13015512,
13005324,
13009949,
13003153,
13009413,
13009476,
13009478,
13088470,
13089905,
13090064,
13091201,
13091208,
13091492,
13092070,
13092137,
13092141,
14014398,
14036430,
14023406,
14023061,
14065137,
14041109,
14024118,
14013458,
14032253,
14007362,
13099047,
13105264,
13124386,
13116344,
14006268,
13125346,
13121182,
13121308,
12092410,
12092770,
12093585,
12093711,
12094192,
12096853,
12100700,
12101027,
12101906,
13006184,
13016974,
13014087,
13015544,
13007437,
13006866,
13002415,
13010204,
13016573,
13099003,
13111584,
13110248,
13117984,
14000111,
14009698,
14009704,
13121029,
14007608,
14001776,
14002016,
13129597,
13106213,
13121944,
13121976,
13122032,
13114621,
13125004,
13103605,
13103631,
13113918,
13114182,
14007344,
14061089,
14061363,
14061570,
14069293,
14066961,
14069848,
14067758,
14068517,
14068613,
14068669,
14070595,
14070948,
14070953,
14071010,
14071618,
14071746,
14088951,
14089130,
14089166,
14080837,
17064964,
17047080,
17047236,
17064639,
13110024,
13117132,
13119888,
14004277,
14004287,
13113904,
13114107,
14003762,
13112939,
16025747,
16027143,
16026823,
16026290,
16026346,
16029365,
16029651,
16031440,
16032182,1.0
12100798,
12101015,
12101555,
12101603,
12102030,
12102648,
12103840,
12104148,
12105268,
13112697,
14002644,
13100579,
13111513,
13111785,
13118677,
13118691,
14011580,
13110105,
17056559,
17066686,
17063786,
17040628,
17052693,
17052859,
17036967,
17069191,
17040949,
12115186,
12115408,
12115650,
12117489,
12118416,
12119211,
12119849,
12119873,
12121461,
12106616,
12107276,
12108156,
12108158,
12108513,
12108873,
12108886,
12108887,
12113583,
13032784,
16088325,
16129384,
16126213,
16126379,
16043668,
16085011,
16097372,
17000107,
17000378,
17004263,
17004382,
17010484,
16079609,1.0
16079855,
16112470,
16048509,
17010867,
16075370,
17004144,
16107083,
16128124,
16128169,
16128254,
16036540,
16039577,
16087791,
16118240,
16063580,
17006481,
16069808,
16112253,
16101176,
16101199,
16096874,
16091210,
16109580,
12096963,
12098124,
12098194,
12099043,
12099646,
12099926,
12099985,
12100218,
12100365,
12100368,
12100661,
12100952,
12101317,
12101748,
12102144,
12102267,
12102384,
12102983,
13114807,
13122150,
13106207,
13103399,
13104322,
14005708,
14005875,1.0
13072629,
13063468,
13063471,
13063541,
13063548,
13065243,
13076938,
13076944,
13056384,
13125881,
14007861,
14007366,
13130291,
13108648,
13108914,
14010207,
14010513,
13117003,
13109563,
13110247,
13117461,
13109699,
14009011,
14009701,
13106094,
13114560,
14006545,
13100784,
14006601,
14006710,
14006715,
13116623,
13121183,
13123707,
13122299,
13099997,
12067588,
12068067,
12068917,
12068931,
12069362,
12069388,
12069776,
12070735,
12071169,
13116538,
13121180,
13121264,
13123889,
13125741,
13120626,
13122623,
13104702,
14007340,
13117129,
13105920,
14008532,
14008698,
14009000,
13113080,
13113612,
13113746,
14003167,
13121172,1.0
13125597,
14009006,
13129481,
13109211,
13103673,
14005647,
14005937,
13099341,
14046860,
14046911,
14046972,
14049385,
14046368,
14065879,
14051139,
14032301,
14032341,
12064513,
12065648,
12066784,
12068058,
13116620,
13115991,1.0
13116033,
14008662,
14007372,
13117279,
13128149,
13128155,
13128158,
12068907,
12070872,
12071168,
12071296,
12072125,
12074619,
12075797,
12077306,
12077369,
13118009,
13110237,
13110268,
13116998,
13128519,
13128760,
14006527,
14006790,
13103637,
14032500,
14026351,
14017996,
14018000,
14041598,
14046766,
14017394,
14016691,
14046746,
12078147,
12080751,
12081206,
12081292,
12083129,
12083341,
12087955,1.0
12088395,1.0
12090959,
12096492,
12096503,
12097262,
12097330,
12097764,
12099147,
12099883,
12099964,
12100476,
14035868,
14016207,
14016087,
14029168,
14044253,
14044376,
14040164,
14018878,
14056870,
14045845,
14029409,
14029511,
14048695,
14039797,0.0
13117465,
13129019,
14009279,
14008482,
13101650,
13100576,
14003174,
13111170,
14011569,
14011585,
13107429,
13107261,
13107268,
14009917,
13106441,
13105595,
13102462,
12017154,
14089491,
14089783,
14079286,
14079291,
14079443,
14076787,
14087627,
14088072,
14084116,
14051474,
14027146,
14024253,
14024303,
14050589,
14051749,
15089676,
15090169,
15090225,
15092583,
15093856,
15094030,
16083556,
16088980,
16093605,
16065195,
16065028,
16081472,
16115285,
16129684,
16127667,
13129334,
14008478,
13128153,
14009126,
14009313,
13103407,
13102760,1.0
13119398,
13119600,
17073244,
17042283,
17051453,
17073083,
17049285,
17067019,
17060077,
17080750,
17082195,
17084486,
17084884,
17084887,
17085483,
17086762,
17087699,
17088201,
17089119,
17090036,
17091120,
17095975,
17097884,
17107722,
17111257,
17113865,
17115548,
17114291,
17114313,
17114401,
17116063,
17119180,
17119209,
17119968,
17122222,
17122263,
17122264,
17122293,
13114938,
13114899,
14004714,
13103126,0.0
14004926,
14004954,
14031722,
14065133,
14065134,
14053769,
14035366,
14032860,
14031463,
14013368,
14013412,
14039869,
14056875,
14016959,
14016682,
14034755,
14045762,
14035248,
14015882,
14020086,
14013461,
14038717,
14041433,
14041451,
14028541,
14012497,
14012529,
14026266,
14026341,
13128312,
14005669,
14005688,
13107717,
14005605,
14002028,
13118685,
13112592,
14011601,
15054516,
15068598,
15070473,
15072239,
15074719,
15073142,
15073747,
15075636,
15078301,
14019002,
14063974,
14023471,
14042633,
14020809,
14019948,
14030796,
14030809,
14030829,
14011615,
13114724,
13101309,
14002641,
13113506,
13113604,
15060429,
15029895,
15024610,
15024778,
15056547,
15024187,
15034199,
15034392,
15037885,
15052891,
15054977,
15030337,
15030759,
15059634,
15048532,
17134137,
17135622,
17137617,
17137822,
17138043,
17139059,
17139060,
17139240,
17138397,
14127606,
15003645,
15015245,
15007507,
15018942,
14130127,
15015514,
15015551,
15012752,
13101907,
14007365,
13104162,
13120118,
13116536,
13121248,
13121491,
13116026,
13125778,
18006920,
18006929,
17142441,
18003669,
18004006,
17141079,
17141188,
18001381,
18000236,
15065074,
15041113,
15041215,
15041253,
15051443,
15051627,
15036975,
15040636,
15043978,
15031852,
15022546,
15039115,
13032950,
13033885,
13035085,
13035981,
13036551,
13038195,
13038198,
12109200,
12109414,
12110143,
12111859,
12112926,
12113043,1.0
12113214,
12114596,
12115403,
13123495,
13121986,
13126282,
13121777,
13117469,
13117472,
13117847,
13108872,
13129106,
14102918,
14106251,
14105701,
14105095,
14107352,
14106631,
14109133,
14108134,
14108143,
14000904,
14000907,
14011197,
13117980,
14011522,
13107840,
13107842,
13106050,
13106052,
14108403,
14109709,
14111453,
14110585,
14110947,
14112213,
14112871,
14112879,
14113321,
13106121,
13107271,
13102321,
13100788,
13101373,
14004149,
13100214,
14002496,
14002587,
14114758,
14114973,
14115599,
14116658,
14116766,
14118427,
14119885,
14119431,
14120366,
15057563,
15034833,
15034847,
15034864,
15038248,
15055824,
15032888,
15058657,
15046065,
15058151,
15052079,
15052205,
15035702,
15030749,
15030540,
15030655,
15023543,
15032327,
18014030,
18014479,
18016843,
18015615,1.0
18016148,
18016151,
18016336,
18017916,
18020077,
15092270,
15091176,
15092943,
15093014,
15093378,
15094173,
15093607,
15095275,
15095366,
14042982,
14034210,
14052849,
14042449,
14028370,
14044356,
14044361,
14015939,
14020102,
18020566,
18020576,
18020767,
18030741,
18023030,
18028915,
18030322,
18030332,
18023889,
12055581,
14010793,
13058369,
13058510,
13058603,
13058610,
13074806,
13064532,
13060183,
13072369,
13075120,
14003527,
14003571,
13111773,
13118004,
13118184,
14011203,
14009913,
14009998,
13107267,
13117470,
14010322,
13108868,
13108869,
13108870,
13117127,
13106508,
13106868,
13106870,
13067235,
13053417,
13068867,
13048697,
13086515,
13049504,0.0
13049517,
13059255,
13052193,
13127932,
14005640,
14005645,
13102598,
14005413,
14005609,
13101474,
14004157,
13099988,
13059140,
13059231,
13079182,
13082047,
13068342,
13068369,
13062884,
13052633,
13052777,
13121775,
13120276,
13103885,
14006714,
13104242,
13124486,
13125340,
13125372,
13125381,
14021549,
14021629,
14021811,
14062937,
12091376,
12091382,
12092427,
12092738,
12093516,1.0
12094814,
12095320,
12095322,
12095813,
14045440,
14024710,
14017998,
14017946,
14065086,
14065144,
14019685,
14048666,
14055706,
14033526,
14033529,
14033531,
14033887,
14029207,
14022155,
14022256,
14022480,
14060693,
13126476,
13112750,
13112876,
14002257,
13121665,
13120906,
13126924,
13123517,
13123702,
12101010,
12101751,
12102381,
12102827,
12105435,
12106612,
12107277,
12107380,
12107565,
14063069,
14047051,
14037615,
14041282,
14041285,
14041346,
14070727,
14070977,
14069287,
14025768,
14038814,
14052861,
14063646,
14054100,
14040621,
14066613,
14055037,
14027002,
13124084,
13121089,
13120303,
13120708,
13108953,
13109400,
13116493,
13127423,
13125965,
14068415,
14068501,
14072199,
14089126,
14074024,
14078762,
14078893,
14080880,
14075006,
14008258,
13127933,
12093185,
12093271,
12093747,
12093957,
12094705,
12095309,
12096197,
12099099,
12100152,
12109415,
12109591,
12110026,
12110149,
12111068,
12112278,
12113565,
12114399,
12114872,
13020564,
13021042,
13021113,
13021890,
13023010,
13023081,
13024009,
13024798,
13026268,
13119107,
13119181,
13119275,
13101544,
14004924,
14005149,
13112124,
13117998,
13110965,
16013964,
16014550,
16014799,
16014806,
16018078,
16019100,
16020550,
16020553,
16025640,
17032396,
17032491,
17032542,
17032907,
17035442,1.0
17036362,
17074285,
17057923,
17075781,
13027424,
13028294,
13028555,
13029086,
13029163,
13029171,
13029542,
13031265,
13032257,
17067628,1.0
17047560,
17067369,
17058922,
17058943,
13128424,
12103006,
12103133,
12103741,
12104153,
12106245,
12106512,
12107004,
12107340,
12108161,
14009499,
13108271,
13116626,
13114492,
13104563,
13121614,
13121668,
13121710,
13127679,
14098602,
14098765,
14099190,
14100078,
14100418,
14100938,
14103273,1.0
14101986,
14102657,
13099493,
13113151,
14000719,
13098585,
13099045,
13125746,
13126176,
13121309,
13121206,
13116342,
14007338,
14007364,
13105780,
13106109,
13125808,1.0
13122681,
13100006,
13118027,
13118382,
13118387,
13120288,
13121934,
14006066,
15012898,
15020368,
15002783,
15009770,
15001211,
14127941,
14128138,
15005095,
15005098,
15056917,
15027054,
15062382,
15054973,
15027493,
15026824,
15050396,
15034280,
15034371,
14006110,
13115718,
13126562,
14006570,
13103643,
13103726,
14006533,
13127171,
14006541,
15070521,
15070771,
15074179,
15075696,
15077977,
15076626,
15079208,
15080321,
15080166,
15079702,
15081784,
15082237,
15082880,
15086793,
15086212,
15087368,
15088785,
15088868,
17145443,
17145816,
17140044,
18010429,
18009305,
18009418,
18010837,
18012066,
18014025,
14131444,
14131795,
15004950,
15006269,
15006431,
15017158,
15005458,
14130647,
15021007,
15067343,
15042504,
15045430,
15022334,
15061138,
15050094,
15027915,
15028245,
15033257,
13122301,
13122551,
14036645,
14026422,
14026425,
14045495,
14045516,
14054629,
14054642,
14105553,
14105554,
14104744,
14108094,
14109510,
14109766,
14109914,
14110346,
14110413,
15067788,
15067815,
15037397,
15068309,
15027061,
15032934,
17144313,
17144375,
17144589,1.0
18005506,
18004204,
17146204,
18003159,
17144897,
17141639,
15054349,
15054518,1.0
15056915,
15032326,
15033146,
15033330,
15069443,
15069942,
15071010,
16126242,
16129560,
16103283,
16058761,
16059015,
16059109,
17006837,
16056617,
16056696,
16120997,
16121275,
16121301,
16103309,
16067355,
16067696,
16067007,
16121732,
16090205,
14050962,
14068673,
14070963,
14067815,
14067572,
14069791,
14069873,
14071613,
14088733,
16056710,
16063431,
16063672,
16125768,1.0
16125809,
16038085,
17012368,
16091681,
16080468,
16090284,
16129594,
16049811,
17002301,
16115966,
16100810,
16093090,
16068375,
16097119,
16035337,
16072099,
16048508,
16048510,
16060011,1.0
16101306,
16091961,
16056188,
16056075,
16097770,
16044112,
16067700,
17050052,
17078003,
17081640,
17082854,
17085301,
17086552,
17086763,
17088334,
17091118,
17095541,
17092959,
17096166,
17093412,
17098337,
17098668,
17098991,
17099273,
17104790,
17105033,
17104422,
17106598,
17108155,
17109722,
17113030,
17113034,
17114283,
17114376,
15036478,
15030761,
15054646,
15054736,
15054760,
15039576,
15034779,
15053753,
15053962,
18000203,
17146824,
18008095,
18008344,
18008347,
18010238,
18009450,
18011143,
18012174,
15138106,
15138148,
15139109,
16000253,
16000378,
16001975,
16001987,
12086030,
12087706,
12087738,
12088666,
12090951,
12091198,
12091819,
12092771,
12092823,
13001347,
13004033,
13008492,
13013575,
13010697,
13010964,
13011066,
13011207,
13010418,
13103408,
13123241,
13123429,
13126283,
13103626,
13126587,
14009004,
14009182,
14009272,
17025785,
17026219,
17026282,
17028033,
17028560,
17028643,
17028644,
17028815,
17029353,
16002345,
16003266,
16003817,
16004066,
16007066,
16007137,
16007499,
16010106,
16010674,
12099448,
12101762,
12103141,
12104663,
12105292,
12106816,
12107273,
12107274,
12107897,
14009308,
14010054,
13108165,
13108240,1.0
13107713,
13107838,
14008255,
14005229,
13114550,
13015225,
13006698,
13006722,
13016853,
13009316,
13004650,
13004887,
13016495,
13016694,
14010522,
13108760,
13109020,
13109022,
13118018,
13117596,
13117643,
14009993,
14009271,
14004359,
13101509,
14004176,
13112584,
13112962,
14001926,
14001994,
14001997,
13109056,
13120305,
13120408,
13114497,
13114608,
13103601,
13103625,
13125420,
13126768,
13126946,
13121526,
13126275,
13117252,
13108715,
13108741,
13129228,
14130779,
15002676,
15002901,
15001228,
14129657,
14129663,
14128973,
14133619,
15008526,
14003175,
14010503,
14124505,
14130349,
15008101,
15008167,
15008531,
14134779,
15012122,
15019676,
15012711,
14129896,
15013453,
15015978,
14133761,
14133916,
14133986,
14135883,
15017972,
15064101,
13129468,
13129483,
14010034,
13108560,
13108951,
13128386,
13106635,
13124010,
13124892,
14132726,
15005980,
14135880,
14135896,
15001998,
14136540,
